UID,Inf,Name,DoB,Nat,Division,Club,Based,Preferred Foot,Right Foot,Left Foot,Position,Height,Weight,Age,Transfer Value,Wage,AT Apps,AT Gls,Team,Caps,Yth Apps,Style,Rc Injury,Best Role,Best Duty,Best Pos,Acc,Aer,Agg,Agi,Ant,Bal,Bra,Cmd,Com,Cmp,Cnt,Cor,Cro,Dec,Det,Dri,Ecc,Fin,Fir,Fla,Fre,Han,Hea,Jum,Kic,Ldr,Lon,L Th,Mar,Nat .1,OtB,1v1,Pac,Pas,Pen,Pos,Pun,Ref,TRO,Sta,Str,Tck,Tea,Tec,Thr,Vis,Wor,Name_Norm
85051083,     , Kalidou Koulibaly            , 20/6/1991 (31 years old)  , SEN , English Premier Division                          , Chelsea                , England (Premier Division)            , Right          , Very Strong   , Reasonable    , D (C)                            , 187 cm , 89 kg  ,31, Not for Sale    ," 鈧?,508,000 p/m ",341,17, Main ,61, -        , Physical     , -                          , Central Defender        , Defend    , D (C)    ,12,3,15,14,14,15,18,2,3,10,8,4,6,13,11,10,1,10,12,8,4,2,16,15,4,13,6,6,18,13,10,3,17,13,6,16,3,3,2,15,19,17,16,11,3,10,16, Kalidou Koulibaly            
28108035,     , Reece James                  , 8/12/1999 (22 years old)  , ENG , English Premier Division                          , Chelsea                , England (Premier Division)            , Right          , Very Strong   , Reasonable    ," D (RC), WB (R), DM               ", 175 cm , 90 kg  ,22, 鈧?54M - 鈧?79M   ," 鈧?,257,000 p/m ",127,9, Main ,13,2, Physical     , -                          , Full-Back               , Attack    , D (R)    ,15,4,16,12,14,19,18,1,1,16,14,13,18,17,17,11,2,12,14,12,14,2,14,10,1,13,11,9,13,15,12,3,14,13,7,13,2,1,4,15,19,14,15,15,3,11,16, Reece James                  
28049740,     , Harry Maguire                , 5/3/1993 (29 years old)   , ENG , English Premier Division                          , Man UFC                , England (Premier Division)            , Right          , Very Strong   , Reasonable    , D (C)                            , 194 cm , 100 kg ,29, 鈧?5M - 鈧?14M    ," 鈧?,005,000 p/m ",373,21, Main ,46,1, Technical    , -                          , Ball Playing Defender   , Defend    , D (C)    ,10,2,14,8,15,13,17,1,3,13,12,4,6,12,15,12,1,8,13,12,6,3,17,16,2,15,7,7,16,17,7,3,12,13,5,17,3,2,2,17,17,16,14,13,1,12,12, Harry Maguire                
34012563,     , Ivan Perišić                 , 2/2/1989 (33 years old)   , CRO , English Premier Division                          , Tottenham              , England (Premier Division)            , Either         , Very Strong   , Strong        , WB/M/AM (L)                      , 186 cm , 80 kg  ,33, Not for Sale    ," 鈧?05,000 p/m   ",427,116, Main ,113,8, Physical     , -                          , Inverted Winger         , Support   , AM (L)   ,15,2,14,14,15,13,11,1,2,13,13,11,13,13,14,12,1,15,15,12,12,1,16,14,3,11,12,9,12,17,17,2,15,13,14,13,4,2,1,15,12,12,10,14,3,13,14, Ivan Perisic                 
61043456,     , Andrew Robertson             , 11/3/1994 (28 years old)  , SCO , English Premier Division                          , Liverpool              , England (Premier Division)            , Left Only      , Very Weak     , Very Strong   , D/WB (L)                         , 178 cm , 64 kg  ,28, 鈧?01M - 鈧?45M   ," 鈧?04,000 p/m   ",330,15, Main ,59,4, Leader       , -                          , Wing-Back               , Defend    , WB (L)   ,16,1,17,14,14,14,15,2,3,15,14,14,16,15,16,12,4,5,15,11,9,1,10,9,2,15,6,13,15,17,14,3,16,14,7,14,2,1,2,18,12,15,16,14,3,13,17, Andrew Robertson             
8428653,     , Hugo Lloris                  , 26/12/1986 (35 years old) , FRA , English Premier Division                          , Tottenham              , England (Premier Division)            , Left Only      , Weak          , Very Strong   , GK                               , 188 cm , 82 kg  ,35, 鈧?1M - 鈧?9M     ," 鈧?53,000 p/m   ",554, -      , Main ,139,8, Shot Stopper , -                          , Sweeper Keeper          , Attack    , GK       ,11,11,15,15,17,11,17,12,13,7,15,6,3,14,15,5,12,3,8,6,9,16,9,13,11,15,3,2,4,15,6,15,10,8,1,16,13,17,13,14,13,10,15,10,11,9,14, Hugo Lloris                  
67175052,     , Thomas Partey                , 13/6/1993 (29 years old)  , GHA , English Premier Division                          , Arsenal                , England (Premier Division)            , Right          , Very Strong   , Reasonable    ," DM, M (C)                        ", 185 cm , 80 kg  ,29, 鈧?2M - 鈧?37M    ," 鈧?04,000 p/m   ",281,27, Main ,40, -        , Intelligent  , -                          , Carrilero               , Support   , M (C)    ,13,2,13,13,15,12,14,2,3,15,13,8,10,15,13,12,2,10,14,11,9,3,13,14,2,12,13,10,12,11,13,3,14,15,8,14,2,2,3,16,15,14,16,13,3,14,15, Thomas Partey                
28103590,     , Mason Mount                  , 10/1/1999 (23 years old)  , ENG , English Premier Division                          , Chelsea                , England (Premier Division)            , Right          , Very Strong   , Fairly Strong ," M (C), AM (RLC)                  ", 178 cm , 70 kg  ,23, 鈧?30M - 鈧?76M   ," 鈧?87,000 p/m   ",169,40, Main ,31,4, Leader       , -                          , Box To Box Midfielder   , Support   , M (C)    ,15,4,14,13,14,10,15,1,1,15,12,14,12,16,18,11,3,14,15,13,14,4,9,9,1,12,12,5,7,15,17,2,15,15,15,14,2,1,1,20,11,11,18,15,2,12,20, Mason Mount                  
43295814,     , Dejan Kulusevski             , 25/4/2000 (22 years old)  , SWE , English Premier Division                          , Tottenham              , England (Premier Division)            , Left           , Fairly Strong , Very Strong   ," M (R), AM (RC)                   ", 186 cm , 79 kg  ,22, 鈧?3M - 鈧?4M     ," 鈧?85,000 p/m   ",112,20, Main ,25,5, Physical     , -                          , Inverted Winger         , Support   , AM (R)   ,13,3,7,14,15,17,8,3,1,13,12,11,14,16,15,16,1,13,15,15,9,3,7,12,2,6,11,4,4,14,14,1,14,17,11,6,1,4,1,16,15,7,14,16,1,16,14, Dejan Kulusevski             
92074020,     , Christian Pulisic            , 18/9/1998 (23 years old)  , USA , English Premier Division                          , Chelsea                , England (Premier Division)            , Right          , Very Strong   , Fairly Strong ," M (RL), AM (RLC)                 ", 173 cm , 73 kg  ,23, 鈧?8M - 鈧?3M     ," 鈧?54,000 p/m   ",164,32, Main ,51, -        , Intelligent  , Hamstring strain           , Inverted Winger         , Attack    , AM (L)   ,17,3,13,17,15,8,14,1,3,12,10,12,11,14,14,16,1,13,15,15,10,3,8,7,3,12,10,5,6,13,15,1,15,11,10,8,2,1,3,14,9,8,14,15,3,14,16, Christian Pulisic            
85086702,     , Anthony Martial              , 5/12/1995 (26 years old)  , FRA , English Premier Division                          , Man UFC                , England (Premier Division)            , Right          , Very Strong   , Fairly Strong ," AM (L), ST (C)                   ", 181 cm , 76 kg  ,26, 鈧?8M - 鈧?2M     ," 鈧?,257,000 p/m ",236,67,      ,30,12, Technical    , -                          , Inside Forward          , Attack    , AM (L)   ,15,2,5,16,13,15,10,2,1,15,11,5,8,13,8,16,1,15,16,17,8,1,11,9,3,6,12,2,5,15,13,1,16,14,15,5,2,3,1,16,13,4,14,16,2,8,10, Anthony Martial              
55083779, Inj , Diogo Jota                   , 4/12/1996 (25 years old)  , POR , English Premier Division                          , Liverpool              , England (Premier Division)            , Right          , Very Strong   , Fairly Strong ," AM (RL), ST (C)                  ", 178 cm , 73 kg  ,25, 鈧?0M - 鈧?8M     ," 鈧?04,000 p/m   ",233,79, Main ,27,20, Technical    , -                          , Inverted Winger         , Support   , AM (L)   ,16,3,14,16,14,13,12,3,2,14,13,7,12,14,17,16,2,15,14,16,10,2,15,11,2,5,12,4,8,14,15,1,15,13,11,9,3,2,1,13,11,8,14,15,1,13,14, Diogo Jota                   
85140676,     , Naby Keïta                   , 10/2/1995 (27 years old)  , GUI , English Premier Division                          , Liverpool              , England (Premier Division)            , Right          , Very Strong   , Reasonable    ," DM, M (C)                        ", 172 cm , 64 kg  ,27, 鈧?6M - 鈧?4M     ," 鈧?53,000 p/m   ",216,42, Main ,50, -        , Intelligent  , -                          , Advanced Playmaker      , Support   , M (C)    ,15,1,13,16,17,17,12,2,1,15,14,8,12,14,14,16,3,11,15,15,10,3,7,8,1,7,11,6,12,12,15,2,14,15,9,15,2,1,2,17,11,13,16,16,3,15,15, Naby Keita                   
61070563, Wnt , Kieran Tierney               , 5/6/1997 (25 years old)   , SCO , English Premier Division                          , Arsenal                , England (Premier Division)            , Left           , Reasonable    , Very Strong   ," D (LC), WB (L)                   ", 178 cm , 76 kg  ,25, 鈧?7M - 鈧?9M     ," 鈧?53,000 p/m   ",166,8, Main ,32, -        , Leader       , -                          , Wing-Back               , Defend    , D (L)    ,15,2,15,15,13,15,16,2,1,12,13,10,15,13,18,14,4,11,13,12,10,2,12,12,2,14,11,15,13,13,13,3,14,12,8,13,1,1,2,15,11,15,19,13,1,12,18, Kieran Tierney               
91018389,     , Joël Matip                   , 8/8/1991 (30 years old)   , CMR , English Premier Division                          , Liverpool              , England (Premier Division)            , Right          , Very Strong   , Weak          , D (C)                            , 195 cm , 90 kg  ,30, 鈧?15M - 鈧?38M   ," 鈧?04,000 p/m   ",324,26,      ,27, -        , Intelligent  , -                          , Ball Playing Defender   , Defend    , D (C)    ,14,3,15,14,15,12,14,2,3,15,16,4,7,15,14,15,3,5,15,11,5,1,16,16,4,8,3,8,15,13,11,2,14,15,5,17,2,2,1,15,14,15,15,14,2,12,15, Joel Matip                   
28108490,     , Jadon Sancho                 , 25/3/2000 (22 years old)  , ENG , English Premier Division                          , Man UFC                , England (Premier Division)            , Right          , Very Strong   , Reasonable    , M/AM (RL)                        , 180 cm , 76 kg  ,22, 鈧?29M - 鈧?92M   ," 鈧?,382,000 p/m ",136,41,      ,23, -        , Creative     , -                          , Inverted Winger         , Attack    , M (L)    ,16,1,11,18,15,14,9,3,2,13,12,13,13,14,13,18,1,14,16,16,13,3,5,9,3,9,10,6,7,13,15,1,15,17,12,6,3,1,3,13,8,7,13,18,1,17,13, Jadon Sancho                 
85032335,     , Idrissa Gueye                , 26/9/1989 (32 years old)  , SEN , English Premier Division                          , Everton                , England (Premier Division)            , Right          , Very Strong   , Reasonable    ," DM, M (C)                        ", 174 cm , 66 kg  ,32, Not for Sale    ," 鈧?53,000 p/m   ",342,14, Main ,88, -        , Leader       , -                          , Ball Winning Midfielder , Defend    , DM       ,14,3,14,14,17,12,16,4,1,13,16,8,9,13,16,10,3,6,13,8,7,3,11,8,2,12,13,9,14,15,9,4,13,12,8,14,1,2,3,16,13,18,17,13,2,13,18, Idrissa Gueye                
71081391,     , Oleksandr Zinchenko          , 15/12/1996 (25 years old) , UKR , English Premier Division                          , Arsenal                , England (Premier Division)            , Left           , Fairly Strong , Very Strong   ," D/WB (L), DM, M/AM (RLC)         ", 175 cm , 61 kg  ,25, 鈧?00M - 鈧?20M   ," 鈧?03,000 p/m   ",126,2, Main ,52,8, Intelligent  , -                          , Complete Wing-Back      , Support   , D (L)    ,13,2,13,13,15,14,15,3,2,16,14,12,12,14,18,13,3,10,13,13,13,3,12,10,3,9,12,9,11,13,15,2,14,13,9,11,2,2,2,15,10,12,16,14,3,14,16, Oleksandr Zinchenko          
19030933,     , Neto                         , 19/7/1989 (32 years old)  , BRA , English Premier Division                          , Bournemouth            , England (Premier Division)            , Right Only     , Very Strong   , Weak          , GK                               , 190 cm , 84 kg  ,32, 鈧?0M - 鈧?5M     ," 鈧?03,000 p/m   ",198, -      ,      ,1, -        , Shot Stopper , -                          , Sweeper Keeper          , Support   , GK       ,12,13,7,16,16,15,12,14,14,16,15,8,2,13,15,2,8,2,10,6,10,13,6,15,10,12,2,1,2,14,3,15,13,11,3,16,13,17,14,14,15,3,12,9,12,11,13, Neto                         
29113879,     , Kalvin Phillips              , 2/12/1995 (26 years old)  , ENG , English Premier Division                          , Man City               , England (Premier Division)            , Right          , Very Strong   , Reasonable    ," DM, M (C)                        ", 178 cm , 72 kg  ,26, 鈧?4M - 鈧?9M     ," 鈧?04,000 p/m   ",214,13, Main ,23, -        , Leader       , -                          , Ball Winning Midfielder , Defend    , DM       ,13,2,16,13,15,14,16,1,3,13,14,13,12,13,16,11,1,9,13,10,13,1,11,11,1,10,11,5,13,18,11,4,14,15,10,15,1,1,1,17,14,16,15,13,3,14,18, Kalvin Phillips              
19265858,     , Richarlison                  , 10/5/1997 (25 years old)  , BRA , English Premier Division                          , Tottenham              , England (Premier Division)            , Right          , Very Strong   , Fairly Strong ," AM (RL), ST (C)                  ", 181 cm , 71 kg  ,25, 鈧?8M - 鈧?7M     ," 鈧?80,000 p/m   ",239,66,      ,36,10, Physical     , -                          , Inverted Winger         , Support   , AM (L)   ,15,3,15,14,12,12,13,1,1,12,12,10,11,10,14,15,3,14,13,14,9,1,14,11,2,9,11,8,6,15,14,1,15,12,12,10,1,2,3,17,13,12,12,15,1,10,16, Richarlison                  
28018613,     , Kieran Trippier              , 19/9/1990 (31 years old)  , ENG , English Premier Division                          , Newcastle              , England (Premier Division)            , Right          , Very Strong   , Weak          , D/WB (R)                         , 178 cm , 72 kg  ,31, Not for Sale    ," 鈧?03,000 p/m   ",355,10,      ,37,2, Technical    , -                          , Full-Back               , Attack    , D (R)    ,13,2,12,13,14,14,13,3,2,15,13,14,16,14,15,12,1,9,14,8,16,3,11,9,2,16,10,11,13,16,15,2,14,13,5,14,4,3,1,16,12,15,16,14,2,14,17, Kieran Trippier              
37025551,     , Nathan Aké                   , 18/2/1995 (27 years old)  , NED , English Premier Division                          , Man City               , England (Premier Division)            , Left           , Reasonable    , Very Strong   ," D (LC), DM                       ", 180 cm , 75 kg  ,27, 鈧?9M - 鈧?3M     ," 鈧?53,000 p/m   ",175,15,      ,27,22, Technical    , -                          , Full-Back               , Support   , D (L)    ,16,2,12,14,15,13,14,2,2,15,15,2,10,13,15,13,2,8,14,6,6,3,15,12,3,14,10,10,15,14,5,2,15,14,3,15,4,1,4,15,15,15,14,14,2,13,16, Nathan Ake                   
85078880,     , Clément Lenglet              , 17/6/1995 (27 years old)  , FRA , English Premier Division                          , Tottenham              , England (Premier Division)            , Left           , Weak          , Very Strong   , D (C)                            , 186 cm , 81 kg  ,27, 鈧?0.5M - 鈧?6M   ," 鈧?79,000 p/m   ",234,9,      ,15,10, Technical    , -                          , Ball Playing Defender   , Defend    , D (C)    ,12,4,12,13,15,13,12,2,3,13,13,9,10,13,14,11,3,8,13,10,9,3,15,15,3,12,8,10,15,13,10,2,14,14,8,15,1,2,1,15,14,15,15,13,4,12,14, Clement Lenglet              
29076105,     , Luke Shaw                    , 12/7/1995 (26 years old)  , ENG , English Premier Division                          , Man UFC                , England (Premier Division)            , Left           , Weak          , Very Strong   , D/WB (L)                         , 181 cm , 75 kg  ,26, 鈧?0M - 鈧?6M     ," 鈧?54,000 p/m   ",208,2, Main ,21,5, Technical    , -                          , Wing-Back               , Support   , D (L)    ,15,3,10,15,13,15,12,2,3,14,13,15,14,14,10,14,2,8,15,10,13,2,12,13,1,9,6,12,14,11,15,2,15,14,8,14,3,1,1,15,14,13,14,14,4,13,12, Luke Shaw                    
19242094,     , Gabriel                      , 19/12/1997 (24 years old) , BRA , English Premier Division                          , Arsenal                , England (Premier Division)            , Left           , Reasonable    , Very Strong   , D (C)                            , 190 cm , 78 kg  ,24, 鈧?2M - 鈧?30M    ," 鈧?51,000 p/m   ",129,12,      ,0, -        , Physical     , -                          , Ball Playing Defender   , Defend    , D (C)    ,13,3,16,13,14,14,16,3,1,12,13,4,7,13,13,10,3,6,12,8,4,3,16,17,2,10,6,7,15,12,9,1,15,13,7,14,3,2,1,15,16,15,16,12,2,12,14, Gabriel                      
14094572,     , Rodrigo Bentancur            , 25/6/1997 (25 years old)  , URU , English Premier Division                          , Tottenham              , England (Premier Division)            , Right          , Very Strong   , Fairly Strong ," DM, M (C)                        ", 187 cm , 77 kg  ,25, 鈧?8M - 鈧?2M     ," 鈧?77,000 p/m   ",201,3, Main ,49,14, Technical    , -                          , Ball Winning Midfielder , Defend    , M (C)    ,12,1,16,14,15,15,13,1,1,13,11,12,12,13,12,14,1,10,15,11,12,1,12,13,2,10,11,7,14,14,10,2,13,14,8,16,1,2,3,15,14,16,15,14,3,11,16, Rodrigo Bentancur            
